"name","x","y","address"
"Могила Пузановой (Дедюры) Евдокии Лаврентьевны (1881-1924 гг.), профессиональной революционерки, партийного и общественного деятеля","90.50131728443","56.278557706044","г. Ачинск, парк Троицкий
"
"Могила Строчко И.Н. (1908-1931 гг.), комсомольского и партийного работника","90.501527969161","56.278728278047","г. Ачинск, парк Троицкий
"
"Здание, где в 1917-1918 гг. находился штаб красногвардейских отрядов","90.485876883258","56.266661657786","г. Ачинск, мкр-н Авиатор, 12
"
"Дом, в котором в 1917-1918 годах размещался Совет рабочих, солдатских и крестьянских депутатов/Дом, в котором в 1917 году размещался гарнизонный Совет солдатских депутатов/Здание, где в марте-ноябре 1","90.482243617659","56.266346337432","г. Ачинск
мкр-н Авиатор, 34
"
"Дом, в котором в мае-августе 1915 г. жила соратник В.И. Ленина, деятель российского и международного коммунистического движения, Герой Социалистического Труда Стасова Елена Дмитриевна","90.505241393423","56.278277426169","г. Ачинск, ул. Красного Октября, 35
"
"Магазины торговых рядов, кон. ХIХ в.","90.504682750509","56.279006542566","г. Ачинск, ул. Дзержинского, 13а, ул. Дзержинского, 13б,          ул. Дзержинского, 15"
"Дом жилой, кон. ХIХ в.","90.49939822756","56.273829848869","г. Ачинск, ул. Карла Маркса, 1
"
"Церковно-приходская школа, кон. ХIХ в.","90.498880496269","56.274227131102","г. Ачинск, ул. Карла Маркса, 2
"
"Дом жилой, кон. ХIХ в.","90.49840053859","56.273750664756","г. Ачинск, ул. Карла Маркса, 4
"
"Дом, в котором в мае 1917 года был открыт народный клуб <Интернационал>","90.498739328603","56.273435608633","г. Ачинск, ул. Карла Маркса, 3
"
"Дом жилой, кон. ХIХ в.","90.495704669202","56.272065137936","г. Ачинск, ул. Карла Маркса, 20
"
"Ансамбль: часовня, 1891 г.;
ворота ограды, 1891 г.; Казанская церковь, 1836-1890-е гг.","90.495561130468","56.271016037988","г. Ачинск, ул. Карла Маркса, 21
"
"Ансамбль: часовня, 1891 г.;
ворота ограды, 1891 г.; Казанская церковь, 1836-1890-е гг.","90.49523040642","56.270912771004","г. Ачинск
ул. Карла Маркса, 21
"
"Синематограф, 1913 г.","90.499659844652","56.278980257363","г. Ачинск, ул. Комсомольская, 1
"
"Дом жилой с магазином, кон. ХIХ в.","90.502643794063","56.277441723311","г. Ачинск, ул. Комсомольская, 10
"
"Учебное заведение, руб. ХIХ-ХХ вв.","90.495819438846","56.268097286592","г. Ачинск, ул. Коммунистическая, 49
"
"<Церковь Иверской Богоматери>, 1871-1872 гг.","92.18830259153","58.453706107623","г. Енисейск, ул. Ленина, 100
"
"<Дом нотариуса А.М. Трескова на исторической усадьбе XIX в. Неоклассицизм>, 1912-1913 гг., архитектор В.А. Соколовский","90.50725420163","56.280542486954","г. Ачинск, ул. Красного Октября, 14
"
"Дом жилой, кон. ХIХ в.","90.505416622811","56.278992502702","г. Ачинск, ул. Красного Октября, 28
"
"<Магазин. Фрагмент гостиного двора>, руб. ХIХ-ХХ вв.
","90.504690298393","56.278446714508","г. Ачинск, ул. Красного Октября, 32
"
"<Дом, где в 1917 году жил в ссылке И.В. Сталин> (объект утрачен)","90.508897245085","56.280044433288","г. Ачинск, ул. Крупской, 20
"
"Дом, в котором в 1916-1917 годах находилась подпольная типография Ачинской организации РСДРП","90.505678242465","56.282823076971","г. Ачинск, ул. Ленина, 4
"
"Дом жилой, кон. ХIХ в.","90.502794281801","56.280457925465","г. Ачинск, ул. Ленина, 14
"
"Дом, в котором в январе 1920 г. находился штаб партизанской армии Щетинкина-Кравченко","90.501897549001","56.279715538631","г. Ачинск, ул. Ленина, 20
"
"<Магазин>, сер. ХIХ в.","90.50127546071","56.279198659832","г. Ачинск, ул. Ленина, 20г
"
"<Дом жилой с магазином>, 1910 г.","90.500665400233","56.278039314554","г. Ачинск, ул. Ленина, 21
"
"Усадьба Бородавкина, кон. ХIХ – нач. ХХ вв.:здание магазина","90.501122290792","56.279018281889","ул. Ленина, 22а"
"Усадьба Бородавкина, кон. ХIХ - нач. ХХ вв.: жилой дом с магазином (кирпич, дерево), конторско-складской корпус; амбар
","90.500931568599","56.27883738221","г. Ачинск, ул. Ленина, 22
"
"Усадьба Максимова, кон. ХIХ - нач. ХХ вв.: дом жилой;
","90.500544533995","56.278561310365","г. Ачинск, ул. Ленина, 24
"
"Усадьба Максимова, кон. ХIХ - нач. ХХ вв.: лавка; завозня
","90.500683598795","56.278794818139","г. Ачинск, ул. Ленина, 24а
"
"Усадьба Максимова, кон. ХIХ - нач. ХХ вв.: конторско-складской корпус","90.500111349213","56.278679792928","г. Ачинск, ул. Ленина, 24б
"
"Дом жилой с магазином, руб. ХIХ-ХХ вв.","90.50053326602","56.277921296088","г. Ачинск, ул. Ленина, 23
"
"<Дом жилой с магазином>, кон. ХIХ в.","90.498928671728","56.277239696343","г. Ачинск, ул. Ленина, 32
"
"<Бревенчатый дом на притрактовой усадьбе XVIII в.>, XVIII в.","90.495851905283","56.274001328488","г. Ачинск, ул. Ленина, 48
"
"<Дом жилой (дерево)>, руб. ХIХ-ХХ вв.","90.496651387003","56.274162364534","г. Ачинск, ул. Ленина, 53
"
"<Бревенчатый дом с воротами на усадьбе XVIII в.>, XVIII в.","90.492901097806","56.271645306498","г. Ачинск, ул. Ленина, 79
"
"<Дом жилой с хозяйственными постройками>, руб. XIX-XX вв.","90.506844324016","56.281267666372","г. Ачинск, ул. Партизанская, 11
"
"<Флигель>, кон. XIX в.","90.506926128853","56.281344425626","г. Ачинск, ул. Партизанская, 11а
"
"Дом, где в 1939-1941 гг. жил Герой Советского Союза Лебеденко Николай Фёдорович","90.504295232674","56.279832089576","г. Ачинск, ул. Партизанская, 18
"
"<Дом жилой>, кон. ХIХ в.","90.504072103923","56.279704192154","г. Ачинск, ул. Партизанская, 20
"
"<Дом жилой>, кон. ХIХ в.","90.503742827545","56.279429295745","г. Ачинск, ул. Партизанская, 22
"
"<Дом жилой с магазином>, кон. ХIХ","90.501665869064","56.277708106113","г. Ачинск, ул. Партизанская, 26
"
"Дом жилой с магазином, кон. ХIХ в","90.50213845537","56.277411837465","г. Ачинск, ул. Партизанская, 35
"
"Дом, где в 1920-1923 гг. жил видный военачальник Щетинкин Пётр Ефимович","90.501952823549","56.277300788163","г. Ачинск, ул. Партизанская, 37
"
"<Торговая лавка>, кон. ХIХ в.","90.500914990861","56.276061955995","г. Ачинск, ул. Патушинского, 10
"
"Женская прогимназия, 1916 г.","90.503702218727","56.281531588154","г. Ачинск, ул. Ленина, 10
"
"Дом жилой, кон. ХIХ в.","90.506607834735","56.280307917758","г. Ачинск, ул. Просвещения, 15 (г. Ачинск,
ул. Воеводы Тухачевского, 15)
"
"<Общественное собрание>, 1915 г.","90.499019474932","56.278987197851","г. Ачинск, ул. Пузановой, 38, кор. 1
"
"<Дом жилой с воротами>, кон. ХIХ в.","90.500831232744","56.273835764137","г. Ачинск, ул. Свердлова, 2
"
"Бюст П.Е. Щетинкина
Автор скульптор Г.Д. Лавров 1963 г.","90.501727129922","56.278875578474","г. Ачинск, Центральный парк культуры и отдыха
"
"Синагога, 1907 г.","90.501580631707","56.275208266433","г. Ачинск, ул. Суркова, 25
"
"Братская могила советских воинов, умерших в госпиталях г. Ачинска в 1941-1945 гг.","90.518171320975","56.270006758328","г. Ачинск, ул. Дзержинского, соор. 30М
"
"Могила Лапенкова Ивана Адамовича (1912-1972 гг.), Героя Советского Союза","90.518357402971","56.269962205399","г. Ачинск, ул. Дзержинского, соор. 30И
"
"Братская могила партизан, расстрелянных колчаковцами в апреле 1919 г.","90.443608812123","56.351179654713","Ачинский район, д. Курбатово, ул. Центральная, 58А
"
"Могила красного партизана Ворохобина П.И., убитого белобандитами в 1921 году","90.410893742995","56.409409579304","Ачинский район, д. Нагорново, ул. Уланова, 5А
"
"Братская могила 30 партизан, расстрелянных колчаковцами в мае 1919 г.","90.410922006099","56.409420899862","Ачинский район, д. Нагорново, ул. Уланова, 5А
"
"Дом, в котором в декабре 1918 г. проводилось собрание подпольщиков под руководством Щетинкина Петра Ефимовича","90.413703194052","56.409650638193","Ачинский район, д. Нагорново, ул. Советская, 41
"
"Братская могила шестнадцати партизан, расстрелянных колчаковцами в апреле 1919 года","90.750663830902","56.452314752076","Ачинский район, с. Лапшиха, ул. Партизанская, 44Б
"
"Памятник Герою Советского Союза Ивченко Михаилу Лаврентьевичу","90.750721893195","56.452315804746","Ачинский район, с. Лапшиха, ул. Партизанская, 44А
"
"Братская могила 22 партизан, расстрелянных колчаковцами весной 1919 года
","90.963855736252","56.405293076465","Ачинский район, с. Ольховка, ул. Партизанская, 49А
"
"<Церковь (дерево)>, 1909 г. (Примечание: объект сгорел 23.11.2002)","90.965501776604","56.405631227869","Ачинский район, с. Ольховка
"
"Братская могила партизан, расстрелянных колчаковцами в апреле 1919 г.","90.781259835282","56.290807759569","Ачинский район, с. Покровка, ориентир жилой дом № 64 по ул. Центральная, находится примерно в 131 м от ориентира по направлению на юго-запад
"
"Братская могила 10 партизан из отряда Уланова, расстрелянных колчаковцами в марте 1919 года","90.735122423675","56.398317325706","Ачинский район, д. Тимонино, ул. Имени Ивченко М.Л., 25А
"
"Могила Белова Александра Кузьмича (1911-1974), Героя Советского Союза","91.614893746143","55.394973693745","Балахтинский район, пгт. Балахта, на 100 м севернее жилой зоны поселка, сооружение 1
"
"Братская могила <18 борцов> - партизан и коммунистов, зарубленных шашками колчаковским карательным отрядом в апреле 1919 года","91.613159825229","55.390657101134","Балахтинский район, пгт. Балахта, ул. Советская, 47а
"
"Братская могила семи активистов села, расстрелянных после жестоких издевательств и пыток в ночь с 29 на 30 января 1919 года колчаковским карательным отрядом","91.471634599527","55.519467292935","Балахтинский район, с. Еловка, ул. Мира, 50
"
"Братская могила одиннадцати коммунистов и активистов села, убитых 26 ноября 1922 года и в июне-июле 1923 года остатками белогвардейских банд/Братская могила коммунистов и советских активистов, расстре","91.15903276685","55.579763742198","Балахтинский район, с. Курбатово, ул. Школьная, в 80 м юго-восточнее земельного участка с кадастровым номером 24:03:4004002:9
"
"Братская могила четырех коммунистов, погибших при ликвидации остатков белогвардейских банд 20 февраля 1920 года","91.241886064167","55.358574259898","Балахтинский район, с. Тюльково, ул. Ленина, в 36 м юго-западнее здания сельского клуба
"
"Могила Пелипаса Валентина Дмитриевича (1920-1957), Героя Советского Союза","91.196981386246","55.244017224083","Балахтинский район, примерно в 460 м от ориентира по направлению на юго-восток, ориентир жилая зона п. Чистое Поле
"
"Братская могила партизан, расстрелянных колчаковцами в марте 1919 г.","90.447474211765","56.895291452278","Бирилюсский район, с. Зачулымка, с юго-западной строны кладбища на расстоянии 39 м от центральных ворот
"
"Братская могила 18 партизан, замученных колчаковскими карателями в марте 1919 г.","91.037242021555","56.873825370645","Бирилюсский район, д. Петровка, ул. Щетинкина, 19А
"
"Могила Черкасова Николая Николаевича, партизана, погибшего в бою с колчаковцами 16 марта 1919 г.","90.651297189377","57.220992697272","Бирилюсский район, д. Шпагино-2, ул. Центральная, 3-а-1
"
"Обелиск в память погибших за завоевание и защиту Советской власти в г. Боготоле","89.529981997877","56.209532041774","г. Боготол, ул. 40 лет Октября, 2
"
"Дом, в подвальном помещении которого в 1905-1907 гг. находилась подпольная типография Боготольской организации РСДРП","89.530358713998","56.220807834636","г. Боготол, ул. Пролетарская, 47
"
"Здание, где в марте 1917 - июне 1918 гг. размещался первый Совет рабочих, крестьянских и солдатских депутатов и 2 февраля 1920 г. была создана первая комсомольская ячейка г. Боготола","89.530228809258","56.208932509016","г. Боготол, ул. Советская, 3
"
"Могила Толстихина Алексея Ивановича (1917-1992), полного кавалера ордена Славы","89.550241815206","56.205693200806","г. Боготол, кладбище, юго-восточный угол
"
"Могила Шикунова Николая Павловича (1923-1959 гг.), Героя Советского Союза","89.54628927659","56.206173123119","г. Боготол, в 0,3 км к северо-востоку от здания по ул. Октябрьская, 73
"
"Братская могила партизан, погибших в борьбе с колчаковцами в 1919 году","89.348959744301","56.134362763096","Боготольский район, с. Большая Косуль, ул. Ленина, 97А
"
"Трактор <ХТЗ>, установленный в 1970 году в честь создания в 1930 году первой МТС района","90.014177461544","56.242421816197","Боготольский район, с. Критово, ул. Переездная, 2Б
"
"Могила Шадрина Степана Васильевича (1881-1918 гг.), красногвардейца, замученного белогвардейцами","90.064439516684","56.228847806908","Боготольский район, д. Красная Речка, ул. Трактовая, 62А
"
"Могила 13-летнего партизана, связного Буркова Апполинария, зверски расстрелянного колчаковским отрядом 4 июля 1918 года","89.249292671936","56.115721296346","Боготольский район, п. Каштан, ул. Буркова, 5
"
"Братская могила партизан, погибших в бою с колчаковским отрядом в 1918 году","89.251699184671","56.275394142708","Боготольский район, Юрьевский сельсовет, д. Лебедевка
"
"Могила красногвардейца Бедорева Николая Ивановича, погибшего в бою с белобандитами в 1922 г.","93.139599475449","56.913782019867","Большемуртинский район, пгт. Большая Мурта, ул. Советская, 1Д
"
"Братская могила 48 партизан из отряда Доброва, погибших в боях с колчаковцами в июне 1919 года","93.136148152284","56.910965098739","Большемуртинский район, пгт. Большая Мурта, ул. Партизанская, 71В
"
"Братская могила четырнадцати партизан и их семей, расстрелянных в апреле 1919 года колчаковским карательным отрядом","93.267840022103","56.755787542154","Большемуртинский район, с. Еловка, ул. Молодежная, сооружение 1Г
"
"Братская могила восьми партизан, расстрелянных колчаковцами в апреле 1919 года","93.297605998178","56.900865085129","Большемуртинский район, д. Комарово, ул. Центральная, 30а
"
"Могила председателя Межовского сельсовета Стаценко Я.С. и красноармейца, убитых в 1929 году кулаками","92.964980291413","56.748565745645","Большемуртинский район, с. Межово, ул. Якова Стаценко, 31а
"
"Братская могила пятнадцати партизан и их семей, зверски расстрелянных колчаковцами в 1919 году","93.114974047664","56.955803947698","Большемуртинский район, д. Малый Кантат, ул. Новая, сооружение 1
"
"Братская могила партизан, казнённых колчаковцами в марте 1919 г.","90.261902337798","56.561595102348","Большеулуйский район, с. Бычки
"
"Могила двух партизан, направлявшихся для связи в партизанский отряд, захваченных и расстрелянных колчаковцами в мае 1919 года","93.126196554118","57.056002242224","Большемуртинский район, д. Большой Кантат, ул. Центральная, 5Б
"
"Могила двух партизан, расстрелянных колчаковцами в 1919 году","93.140980760935","57.163379586783","Большемуртинский район, с. Таловка, ул. Партизанская, 11А
"
"Братская могила жертв колчаковского карательного отряда, расстрелянных в марте 1919 г.","90.78835230853","56.530149971959","Большеулуйский район, д. Александровка
"
"Братская могила партизан отряда Щетинкина Петра Ефимовича, погибших в 1919 году в борьбе с белобандитами","90.664207890646","56.787779724771","Большеулуйский район, с. Берёзовка
"
"Здание, где в феврале 1919 года проходил съезд крестьянских и партизанских представителей Северо-Ачинского партизанского района","90.567993311537","56.655407119838","Большеулуйский район, с. Большой Улуй, ул. Советская, 119
"
"Дом, в котором в 1920-1930 гг. родился и жил Герой Советского Союза Давыдов Василий Иннокентьевич","90.573724864087","56.655944160611","Большеулуйский район, с. Большой Улуй, ул. Просвещения, 14
"
"Братская могила десяти партизан из отряда П.Е. Щетинкина, раненых во время боя и расстрелянных казачьим отрядом в марте 1919 года/Братская могила десяти партизан из отряда П.Е. Щетинкина, расстрелянны","90.600351635646","56.646637779164","Большеулуйский район, с. Большой Улуй, на общем кладбище
"
"Братская могила партизан и жителей села, расстрелянных колчаковцами в апреле 1919 г.","90.645613435846","56.481519946423","Большеулуйский район, д. Листвянка (уточнение: деревня исключена из данных учета административно-территориальных единиц и населенных пунктов Красноярского края в связи с переселением всех жителей (распоряжение администрации Красноярского края от 27.12.200"
"Братская могила партизан из отряда П.Е. Щетинкина, расстрелянных белогвардейцами в апреле 1919 г.","90.656283116297","56.493384740361","Большеулуйский район, с. Новая Еловка
"
"Место расстрела партизан отряда Щетинкина Петра Ефимовича в апреле 1919 года колчаковцами","90.656020015513","56.493562172308","Большеулуйский район, с. Новая Еловка
"
"Братская могила 16 партизан, расстрелянных колчаковским карательным отрядом в марте 1919 года","90.42797751235","56.427246052312","Большеулуйский район, Сучковский сельсовет, д. Красновка, в центре села
"
"Самосвал <МАЗ-225>, установленный в честь строителей Красноярской ГЭС","92.320601430367","55.953606490716","г. Дивногорск, Нижний проезд, сооружение 33а
"
"Памятник строителям города Дивногорска","92.380624778464","55.965175574471","г. Дивногорск, ул. Гидростроителей, 20, сооружение 1"
"<Знаменский скит>, 1888 г.","92.394097930319","55.962774010197","г. Дивногорск, ул. Старый Скит, 2
"
"<Усадьба писателя В.П. Астафьева в поселке Овсянка: дом, флигель, ворота с калиткой, палисадник, сад, скульптурная композиция-памятник <Астафьевы в Овсянке> (работа скульптора В.А. Зеленова)>, нач. XX","92.573137039216","55.960688542967","г. Дивногорск, п. Овсянка, ул. Щетинкина, 26
"
"Братская могила девяти жителей села Дзержинского, расстрелянных карательным отрядом за связь с партизанами в феврале 1919 года","95.22282100717","56.822605401395","Дзержинский район, Дзержинский сельсовет, с. Дзержинское
в сквере
"
"Братская могила одиннадцати партизан из села Денисово, расстрелянных колчаковцами в 1919 году","95.105300027213","56.856736579738","Дзержинский район, Дзержинский сельсовет, с. Денисово, на общем кладбище
"
"Братская могила партизан и жителей села, погибших в борьбе за Советскую власть в 1919 году","94.720133523397","56.952464522183","Дзержинский район, с. Канарай
"
"Братская могила 3 партизан, расстрелянных колчаковцами в 1919 г.","95.480947006593","56.691385058468","Дзержинский район, с. Курай
"
"Могила двух партизан, погибших в бою под д. Улюколь с колчаковским отрядом 19 декабря 1919 года","94.862137318046","56.801923441374","Дзержинский район, Шеломковский сельсовет, с. Шеломки, у клуба
"
"Братская могила 12 партизан, погибших в Улюкольском бою в декабре 1919 г.","94.925549025922","56.703005008395","Дзержинский район, д. Улюколь
"
"Братская могила 2 жителей села, расстрелянных колчаковцами за связь с партизанами","95.05817700717","56.627470550485","Дзержинский район, д. Чурюково
"
"Церковь Параскевы Пятницы, 1855-1857 гг.","93.420226111307","56.287116893107","Емельяновский район, д. Барабаново, ул. Горная, 7а
"
"Могила Спиридова Михаила Матвеевича (1796-1854)","92.688730387199","56.168148575083","Емельяновский район, пгт. Емельяново, ул. Московская, 153А, соор. 1
"
"Церковь Святой Троицы","92.688991102583","56.168004423948","Емельяновский район, пгт. Емельяново, ул. Московская, 153, стр. 1
"
"Братская могила тринадцати рабочих-подпольщиков, зверски замученных белогвардейцами в 1919 году
","92.322646968609","56.216184949351","Емельяновский район, п. Памяти 13 Борцов, ул. Советская, соор. 26а
"
"Могила Грибкова Ильи Григорьевича, члена исполкома, убитого кулаками в 1931 г.","92.985423586491","56.340576716762","Емельяновский район, д. Погорелка, в 200 м севернее ул. Центральная, 13
"
"Могила Бородавкина Ильи Сергеевича (1908-1978), Героя Советского Союза","92.826898256636","56.372398766518","Емельяновский район, с. Устюг, кладбище
"
"Церковь Троицкая, сер. ХIХ в.","93.329393698366","56.191966906617","Емельяновский район, с. Частоостровское, ул. Зелёная, 10Б
"
"Образец застройки, ХIХ в.","92.172180853356","58.450918251442","г. Енисейск, ул. Бабкина, 28/52
"
"<Образец застройки>, ХIХ в.","92.172620440968","58.450492167685","г. Енисейск, ул. Бабкина, 29/47
"
"<Образец застройки>, ХIХ в.","92.172013931407","58.450622290098","г. Енисейск, ул. Бабкина, 30/49
"
"Образец застройки, ХIХ в.","92.17277525273","58.450868472842","г. Енисейск, ул. Бабкина, 27/50;
"
"Дом жилой, кон. ХIХ в.","92.171369497544","58.449320639184","г. Енисейск, ул. Бабкина, 38
"
"<Татарская мечеть>, 1892 г.","92.17008731892","58.449912835767","г. Енисейск, ул. Бограда, 41
"
"<Дом жилой (дерево)>, сер. ХIХ в.","92.162789125362","58.450154907048","г. Енисейск, ул. Бограда, 77
"
"Усадьба, кон. ХIХ в.: дом жилой
","92.19361235185","58.453440709037","г. Енисейск, ул. Ванеева, 5
"
"Усадьба, кон. ХIХ в.: флигель (дерево)
","92.193554424168","58.453290222633","г. Енисейск, ул. Ванеева, 7
"
"<Дом Коневского (камень, дерево)>, кон. ХIХ в.","92.192848248966","58.453307224925","г. Енисейск, ул. Ванеева, 6
"
"Здание винного склада, кон. ХIХ в.","92.161382345366","58.455419423899","г. Енисейск, ул. Вейнбаума, 10
"
"Флигель Кобычева, 1837 г.","92.183476049324","58.453733751164","г. Енисейск, ул. Горького, 6
"
"Здание, где в городской больнице в 1828-1830 гг. лечились декабристы Шаховской Федор Петрович и Бобрищев-Пушкин Николай Сергеевич и где умерли Якубович Александр Иванович (1796-1845 гг.), декабрист, Д","92.158483720426","58.44743856792","г. Енисейск, ул. Декабристов, 1
"
"Дом Дементьева, I-я пол. ХIХ в","92.181767250685","58.455079318995","г. Енисейск, ул. Диктатуры пролетариата, 5
"
"Памятник В.И. Ленину. Скульптор Ишханов Ю.П., архитектор Покровский. Материал - бетон, 1961 г.","92.180619366682","58.454734213464","г. Енисейск, ул. Ленина, 116а, соор. 1
"
"Дом, в котором в 1915-1916 годах жили ссыльные члены большевистской фракции IV Государственной Думы - Г.И. Петровский, А.Е. Бадаев, Н.Р. Самойлов, Н.Р. Шагов","92.161278263877","58.455064882781","г. Енисейск, ул. Иоффе, 13
"
"Дом, в котором в начале ХХ века жил полярный исследователь Бегичев Никифор Алексеевич","92.172342787637","58.4482525958","г. Енисейск, ул. Каурова, 31
"
"Застройка улицы: здание женской гимназии, 1890-е гг.
","92.182688386674","58.453294450378","г. Енисейск, ул. Кирова, 68
"
"Застройка улицы: жилой дом (дерево), сер. ХIХ в.
","92.181304465242","58.453425020163","г. Енисейск, ул. Кирова, 70
"
"Застройка улицы: усадьба (дерево), сер. ХIХ в.: дом жилой; ворота
","92.178800129425","58.45378967176","г. Енисейск, ул. Кирова, 76
"
"Усадьба (дерево), 2-я пол. ХIХ в.: дом жилой, ворота
","92.183767302719","58.453966150491","г. Енисейск, ул. Ленина, 91
"
"Застройка улицы: усадьба (дерево), сер. ХIХ в.: дом жилой; ворота
","92.178461374623","58.453841116731","г. Енисейск, ул. Кирова, 78
"
"Амбар ХIХ в.(по решению)/Амбар (дер.), кон. XIX в. (по Указу)
","92.180636946822","58.453538709261","г. Енисейск, ул. Кирова, 72
"
"Дом ХVII века со сводами (по решению)/<Здание присутственных мест>, 1780 г. (по решению и Указу)
","92.179435115695","58.453316562783","г. Енисейск, пер. Партизанский, 8
"
"Дом Дементьевых, 1860 г.","92.178071731805","58.453881511578","г. Енисейск, ул. Кирова, 80
"
"Дом Кытманова, кон. ХIХ в. (по решению)/Усадьба купца Кытманова, кон. XIX в. (по Указу)
","92.176233875641","58.45417532289","г. Енисейск, ул. Кирова, 82
"
"Дом, в котором в 1894-1911 гг. жил Васильев Юлий Николаевич, врач-гуманист, член комитета помощи политссыльным и заключённым","92.194724341237","58.452544939049","г. Енисейск, ул. Ленина, 57
"
"Комплекс жилой застройки, 2-я пол. ХIХ в.: дом жилой (дерево);
","92.193339633449","58.452713164004","г. Енисейск, ул. Ленина, 61 (угол ул. Ванеева)
"
"Комплекс жилой застройки, 2-я пол. ХIХ в.: усадьба (дерево), 2-я пол. ХIХ в.:
флигель; ворота
","92.194756549155","58.452925807972","г. Енисейск, ул. Ленина, 78
"
"Комплекс жилой застройки, 2-я пол. ХIХ в.:
дом жилой с лавкой (дерево), кон. ХIХ в.
","92.194075298993","58.453194964126","г. Енисейск, ул. Ленина, 82
"
"Усадьба Коновалова, 1880-е годы","92.19144207702","58.452942478889","г. Енисейск, ул. Ленина, 67
"
"Дом Щукина, ХIХ в.","92.196890529931","58.452644310298","г. Енисейск, ул. Ленина, 70
"
"<Комплекс жилых зданий (дер.)>, кон. XIX в.","92.196038864754","58.452762287199","г. Енисейск, ул. Ленина, 74
"
"<Комплекс жилых зданий (дер.)>, кон. XIX в.","92.195649253573","58.452802735527","г. Енисейск, ул. Ленина, 76
"
"<Комплекс жилых зданий (дер.)>, кон. XIX в.","92.194346602901","58.452960763135","г. Енисейск, ул. Ленина, 80
"
"Дом Грязнова, II-я пол. ХIХ в. (по решению)/<Дом Грязнова>, 2-я пол. XVIII в. (по Указу)
","92.188110950488","58.453237756988","г. Енисейск, ул. Ленина, 83
"
"Усадьба Неробелова (дерево), кон. ХIХ в.: главный дом
","92.186754514975","58.453507958701","г. Енисейск, ул. Ленина, 87
"
"Усадьба Неробелова (дерево), кон. ХIХ в.: амбар; хлев
","92.186531122656","58.45343684197","г. Енисейск, ул. Ленина, 87 (во дворе)
"
"Усадьба Неробелова (дерево), кон. ХIХ в.: ворота
","92.186959680645","58.453482452353","г. Енисейск, между № 85 и № 87

"
"Усадьба Неробелова (дерево), кон. ХIХ в.: флигель
","92.187165340821","58.45343550279","г. Енисейск, ул. Ленина, 85
"
"Дом Савельева, 1860-1870 гг.","92.182023528705","58.454174859364","г. Енисейск, ул. Ленина, 95
"
"Городская усадьба, кон. ХIХ в.: главный дом
","92.188961525318","58.453613084139","г. Енисейск, ул. Ленина, 98
"
"Городская усадьба, кон. ХIХ в.: флигель
","92.189577141898","58.453531192787","г. Енисейск, ул. Ленина, 96
"
"Городская усадьба, кон. ХIХ в.: амбар
","92.189265865951","58.454167243873","г. Енисейск, ул. Лыткина, 3
"
"Городская усадьба, кон. ХIХ в.: ворота
","92.189813111052","58.453500515079","г. Енисейск, между № 94 и № 96
"
"Городская усадьба, кон. ХIХ в.: ворота
","92.189269704096","58.45355605666","г. Енисейск, между № 96 и № 98
"
"Дом и лавка Захарова, 1860-1870 гг. (по решению)/<Усадьба Захарова>, 1860-1870 гг. (по Указу)
","92.181599800203","58.454269348841","г. Енисейск, ул. Ленина, 97
"
"<Дом Бородкина>, 1909 г.","92.181138937045","58.454293213862","г. Енисейск, ул. Ленина, 99
"
"«Здание келий Христорождественского монастыря», 1830 г.","92.186876192353","58.45479081652","г. Енисейск, ул. Горького, 1"
